County,City,ZIP
Lyman,Iona,57542
Edmunds,Ipswich,57451
Clay,Irene,57037
Kingsbury,Iroquois,57353
Dewey,Isabel,57633
Walworth,Java,57452
Union,Jefferson,57038
Jackson,Kadoka,57543
,Kaylor,57354
Corson,Keldron,57634
Lyman,Kennebec,57544
Tripp,Keyapaha,57545
Pennington,Keystone,57751
Brule,Kimball,57355
Codington,Kranzburg,57245
Shannon,Kyle,57752
Grant,Labolt,57246
Charles Mix,Lake Andes,57356
Marshall,Lake City,57247
Hamlin,Lake Norden,57248
Kingsbury,Lake Preston,57249
,Lane,57358
Marshall,Langford,57454
,Lantry,57636
Lawrence,Lead,57754
Potter,Lebanon,57455
Perkins,Lemmon,57638
Lincoln,Lennox,57039
Mcpherson,Leola,57456
Yankton,Lesterville,57040
Sanborn,Letcher,57359
,Little Eagle,57639
Perkins,Lodgepole,57640
Mcpherson,Longlake,57457
Jackson,Longvalley,57547
Lyman,Lower Brule,57548
Harding,Ludlow,57755
,Lyons,57041
Lake,Madison,57042
,Mahto,57643
,Manderson,57756
Spink,Mansfield,57460
Meade,Marcus,57757
Turner,Marion,57043
Bennett,Martin,57551
,Marty,57361
Grant,Marvin,57251
Corson,Mc Intosh,57641
Corson,Mc Laughlin,57642
Perkins,Meadow,57644
Clay,Meckling,57044
Spink,Mellette,57461
Hutchinson,Menno,57045
Haakon,Midland,57552
Grant,Milbank,57252
Grant,Milbank,57253
Haakon,Milesville,57553
Hand,Miller,57362
Edmunds,Mina,57462
Todd,Mission,57555
Yankton,Mission Hill,57046
Stanley,Mission Ridge,57557
Davison,Mitchell,57301
Walworth,Mobridge,57601
Turner,Monroe,57047
Mccook,Montrose,57048
Corson,Morristown,57645
Campbell,Mound City,57646
Davison,Mount Vernon,57363
Meade,Mud Butte,57758
Jones,Murdo,57559
Lawrence,Nemo,57759
Roberts,New Effington,57255
,New Holland,57364
Pennington,New Underwood,57761
Butte,Newell,57760
Butte,Nisland,57762
Mellette,Norris,57560
Union,North Sioux City,57049
Spink,Northville,57465
Lake,Nunda,57050
,Oacoma,57365
Fall River,Oelrichs,57763
Oglala Lakota,Oglala,57764
Jones,Okaton,57562
,Okreek,57563
Kingsbury,Oldham,57051
Hutchinson,Olivet,57052
Faulk,Onaka,57466
Sully,Onida,57564
Meade,Opal,57765
Fall River,Oral,57766
Faulk,Orient,57467
Roberts,Ortley,57256
Pennington,Owanka,57767
,Parade,57647
Turner,Parker,57053
Hutchinson,Parkston,57366
Todd,Parmelee,57566
Roberts,Peever,57257
Haakon,Philip,57567
,Pickstown,57367
Meade,Piedmont,57769
Day,Pierpont,57468
Hughes,Pierre,57501
Shannon,Pine Ridge,57770
Aurora,Plankinton,57368
Charles Mix,Platte,57369
Campbell,Pollock,57648
Shannon,Porcupine,57772
Perkins,Prairie City,57649
Lyman,Presho,57568
,Pringle,57773
Fall River,Provo,57774
Brule,Pukwana,57370
Pennington,Quinn,57775
Harding,Ralph,57650
Lake,Ramona,57054
Pennington,Rapid City,57701
Pennington,Rapid City,57702
Pennington,Rapid City,57703
Meade,Rapid City,57706
Pennington,Rapid City,57709
,Ravinia,57357
Clark,Raymond,57258
Spink,Redfield,57469
,Redig,57776
Meade,Redowl,57777
Hand,Ree Heights,57371
Lyman,Reliance,57569
Minnehaha,Renner,57055
Harding,Reva,57651
Grant,Revillo,57259
Dewey,Ridgeview,57652
Pennington,Rochford,57778
Faulk,Rockham,57470
Edmunds,Roscoe,57471
,Rosebud,57570
Roberts,Rosholt,57260
Day,Roslyn,57261
,Rowena,57056
Lake,Rutland,57057
Gregory,Saint Charles,57571
Todd,Saint Francis,57572
Hand,Saint Lawrence,57373
Lawrence,Saint Onge,57779
Mccook,Salem,57058
Pennington,Scenic,57780
Bon Homme,Scotland,57059
Walworth,Selby,57472
Faulk,Seneca,57473
Perkins,Shadehill,57653
Minnehaha,Sherman,57060
,Sinai,57061
Minnehaha,Sioux Falls,57101
Minnehaha,Sioux Falls,57102
Minnehaha,Sioux Falls,57103
Minnehaha,Sioux Falls,57104
Minnehaha,Sioux Falls,57105
Minnehaha,Sioux Falls,57106
Minnehaha,Sioux Falls,57107
Lincoln,Sioux Falls,57108
Minnehaha,Sioux Falls,57109
Minnehaha,Sioux Falls,57110
Minnehaha,Sioux Falls,57116
Minnehaha,Sioux Falls,57117
Minnehaha,Sioux Falls,57118
Minnehaha,Sioux Falls,57188
Minnehaha,Sioux Falls,57189
Minnehaha,Sioux Falls,57190
Minnehaha,Sioux Falls,57191
Minnehaha,Sioux Falls,57192
Minnehaha,Sioux Falls,57193
Minnehaha,Sioux Falls,57194
Minnehaha,Sioux Falls,57195
Minnehaha,Sioux Falls,57196
Minnehaha,Sioux Falls,57197
Minnehaha,Sioux Falls,57198
Roberts,Sisseton,57262
,Smithwick,57782
Codington,South Shore,57263
Lawrence,Spearfish,57783
Lawrence,Spearfish,57799
Mccook,Spencer,57374
Bon Homme,Springfield,57062
,Stephan,57346
Aurora,Stickney,57375
Grant,Stockholm,57264
Grant,Strandburg,57265
Brown,Stratford,57474
Meade,Sturgis,57785
Roberts,Summit,57266
Bon Homme,Tabor,57063
Lincoln,Tea,57064
Dewey,Timber Lake,57656
Potter,Tolstoy,57475
Deuel,Toronto,57268
Corson,Trail City,57657
Moody,Trent,57065
Hutchinson,Tripp,57376
Spink,Tulare,57476
Spink,Turton,57477
Bennett,Tuthill,57574
Grant,Twin Brooks,57269
Bon Homme,Tyndall,57066
Meade,Union Center,57787
Yankton,Utica,57067
Butte,Vale,57788
Minnehaha,Valley Springs,57068
Marshall,Veblen,57270
Clay,Vermillion,57069
Turner,Viborg,57070
Clark,Vienna,57271
Beadle,Virgil,57379
Lyman,Vivian,57576
Brookings,Volga,57071
Yankton,Volin,57072
Charles Mix,Wagner,57380
Clay,Wakonda,57073
Corson,Wakpala,57658
,Walker,57659
Pennington,Wall,57790
Codington,Wallace,57272
Jackson,Wanblee,57577
Moody,Ward,57074
Brown,Warner,57479
Pennington,Wasta,57791
Corson,Watauga,57660
Codington,Watertown,57201
Day,Waubay,57273
,Waverly,57202
Day,Webster,57274
Lake,Wentworth,57075
Beadle,Wessington,57381
Jerauld,Wessington Springs,57382
Brown,Westport,57481
Tripp,Wewela,57578
Brookings,White,57276
Aurora,White Lake,57383
Meade,White Owl,57792
Mellette,White River,57579
,Whitehorse,57661
Lawrence,Whitewood,57793
Clark,Willow Lake,57278
Roberts,Wilmot,57279
Lake,Winfred,57076
Tripp,Winner,57580
Tripp,Witten,57584
Beadle,Wolsey,57384
Mellette,Wood,57585
Sanborn,Woonsocket,57385
Lincoln,Worthing,57077
Shannon,Wounded Knee,57794
Beadle,Yale,57386
Yankton,Yankton,57078
Yankton,Yankton,57079
Faulk,Zell,57483
Perkins,Zeona,57795
