County,City,ZIP Code
Jackson,Phoenix,97535
Jackson,Rogue River,97537
Jackson,Shady Cove,97539
Jackson,Talent,97540
Jefferson,Culver,97734
Jefferson,Madras,97741
Jefferson,Metolius,97741
Josephine,Cave Junction,97523
Josephine,Grants Pass,97526
Josephine,Grants Pass,97527
Josephine,Grants Pass,97528
Klamath,Bonanza,97623
Klamath,Chiloquin,97624
Klamath,Klamath Falls,97601
Klamath,Klamath Falls,97603
Klamath,Malin,97632
Klamath,Merrill,97633
Lake,Lakeview,97630
Lake,Paisley,97636
Lane,Blue River,97413
Lane,Coburg,97408
Lane,Cottage Grove,97424
Lane,Creswell,97426
Lane,Dunes City,97439
Lane,Eugene,97401
Lane,Eugene,97402
Lane,Eugene,97403
Lane,Eugene,97404
Lane,Eugene,97405
Lane,Eugene,97408
Lane,Florence,97439
Lane,Junction City,97448
Lane,Lowell,97452
Lane,Oakridge,97463
Lane,Springfield,97477
Lane,Springfield,97478
Lane,Veneta,97487
Lane,Westfir,97492
Lincoln,Depoe Bay,97341
Lincoln,Lincoln City,97367
Lincoln,Newport,97365
Lincoln,Siletz,97380
Lincoln,Toledo,97391
Lincoln,Waldport,97394
Lincoln,Yachats,97498
Linn,Albany,97321
Linn,Albany,97322
Linn,Brownsville,97327
Linn,Halsey,97348
Linn,Harrisburg,97446
Linn,Lebanon,97355
Linn,Lyons,97358
Linn,Mill City,97360
Linn,Millersburg,97321
Linn,Scio,97374
Linn,Sodaville,97355
Linn,Sweet Home,97386
Linn,Tangent,97389
Linn,Waterloo,97355
Malheur,Adrian,97901
Malheur,Jordan Valley,97910
Malheur,Nyssa,97913
Malheur,Ontario,97914
Malheur,Vale,97918
Marion,Aumsville,97325
Marion,Aurora,97002
Marion,Detroit,97342
Marion,Donald,97020
Marion,Gates,97346
Marion,Gervais,97026
Marion,Hubbard,97032
Marion,Idanha,97350
Marion,Jefferson,97352
Marion,Keizer,97303
Marion,Mount Angel,97362
Marion,Salem,97301
Marion,Salem,97302
Marion,Salem,97303
Marion,Salem,97304
Marion,Salem,97305
Marion,Salem,97306
Marion,Salem,97308
Marion,Salem,97309
Marion,Salem,97310
Marion,Scotts Mills,97375
Marion,Silverton,97381
Marion,St. Paul,97137
Marion,Stayton,97383
Marion,Sublimity,97385
Marion,Turner,97392
Marion,Woodburn,97071
Morrow,Boardman,97818
Morrow,Heppner,97836
Morrow,Ione,97843
Morrow,Irrigon,97844
Morrow,Lexington,97839
Multnomah,Fairview,97024
Multnomah,Gresham,97030
Multnomah,Gresham,97080
Multnomah,Maywood Park,97220
Multnomah,Portland,97201
Multnomah,Portland,97202
Multnomah,Portland,97203
Multnomah,Portland,97204
Multnomah,Portland,97205
Multnomah,Portland,97206
Multnomah,Portland,97207
Multnomah,Portland,97208
Multnomah,Portland,97209
Multnomah,Portland,97210
Multnomah,Portland,97211
Multnomah,Portland,97212
Multnomah,Portland,97213
Multnomah,Portland,97214
Multnomah,Portland,97215
Multnomah,Portland,97216
Multnomah,Portland,97217
Multnomah,Portland,97218
Multnomah,Portland,97219
Multnomah,Portland,97220
Multnomah,Portland,97221
Multnomah,Portland,97222
Multnomah,Portland,97223
Multnomah,Portland,97224
Multnomah,Portland,97225
Multnomah,Portland,97227
Multnomah,Portland,97228
Multnomah,Portland,97229
Multnomah,Portland,97230
Multnomah,Portland,97231
Multnomah,Portland,97232
Multnomah,Portland,97233
Multnomah,Portland,97236
Multnomah,Portland,97238
Multnomah,Portland,97239
Multnomah,Portland,97240
Multnomah,Portland,97242
Multnomah,Portland,97253
Multnomah,Portland,97254
Multnomah,Portland,97256
Multnomah,Portland,97266
Multnomah,Portland,97267
Multnomah,Portland,97280
Multnomah,Portland,97281
Multnomah,Portland,97282
Multnomah,Portland,97283
Multnomah,Portland,97286
Multnomah,Portland,97290
Multnomah,Portland,97291
Multnomah,Portland,97292
Multnomah,Portland,97293
Multnomah,Portland,97294
Multnomah,Portland,97296
Multnomah,Troutdale,97060
Multnomah,Wood Village,97060
Polk,Dallas,97338
Polk,Falls City,97344
Polk,Independence,97351
Polk,Monmouth,97361
Polk,Willamina,97396
Sherman,Moro,97039
Sherman,Rufus,97050
Sherman,Wasco,97065
Tillamook,Bay City,97107
Tillamook,Garibaldi,97118
Tillamook,Manzanita,97130
Tillamook,Nehalem,97131
Tillamook,Rockaway Beach,97136
Tillamook,Tillamook,97141
Tillamook,Wheeler,97147
Umatilla,Adams,97810
Umatilla,Athena,97813
Umatilla,Echo,97826
Umatilla,Helix,97835
Umatilla,Hermiston,97838
Umatilla,Milton-Freewater,97862
Umatilla,Pendleton,97801
Umatilla,Pilot Rock,97868
Umatilla,Stanfield,97875
Umatilla,Umatilla,97882
Umatilla,Weston,97886
Union,Cove,97824
Union,Elgin,97827
Union,Imbler,97841
Union,Island City,97850
Union,La Grande,97850
Union,North Powder,97867
Union,Summerville,97876
Union,Union,97883
Wallowa,Enterprise,97828
Wallowa,Joseph,97846
Wallowa,Lostine,97857
Wallowa,Wallowa,97885
Wasco,Antelope,97001
Wasco,Dufur,97021
Wasco,Maupin,97037
Wasco,Mosier,97040
Wasco,Shaniko,97057
Wasco,The Dalles,97058
Washington,Banks,97106
Washington,Beaverton,97003
Washington,Beaverton,97005
Washington,Beaverton,97006
Washington,Beaverton,97007
Washington,Beaverton,97008
Washington,Beaverton,97075
Washington,Beaverton,97076
Washington,Beaverton,97077
Washington,Beaverton,97078
Washington,Cornelius,97113
Washington,Durham,97224
Washington,Forest Grove,97116
Washington,Gaston,97119
Washington,Hillsboro,97123
Washington,Hillsboro,97124
Washington,King City,97224
Washington,North Plains,97133
Washington,Rivergrove,97224
Washington,Sherwood,97140
Washington,Tigard,97223
Washington,Tigard,97224
Washington,Tualatin,97062
Washington,West Haven-Sylvan,97225
Wheeler,Fossil,97830
Wheeler,Mitchell,97750
Wheeler,Spray,97874
Yamhill,Amity,97101
Yamhill,Carlton,97111
Yamhill,Dayton,97114
Yamhill,Dundee,97115
Yamhill,Lafayette,97127
Yamhill,McMinnville,97128
Yamhill,Newberg,97132
Yamhill,Sheridan,97378
Yamhill,Willamina,97396
Yamhill,Yamhill,97148
