County,City,ZIP
UNION,CAPULIN,88414
EDDY,CARLSBAD,88220
EDDY,CARLSBAD,88221
LINCOLN,CARRIZOZO,88301
TAOS,CARSON,87517
CIBOLA,CASA BLANCA,87007
ROOSEVELT,CAUSEY,88113
RIO ARRIBA,CEBOLLA,87518
BERNALILLO,CEDAR CREST,87008
SANTA FE,CERRILLOS,87010
MORA,CHACON,87713
RIO ARRIBA,CHAMA,87520
DONA ANA,CHAMBERINO,88027
TAOS,CHAMISAL,87521
DONA ANA,CHAPARRAL,88081
RIO ARRIBA,CHIMAYO,87522
MCKINLEY,CHURCH ROCK,87311
COLFAX,CIMARRON,87714
SOCORRO,CLAUNCH,87011
UNION,CLAYTON,88415
MORA,CLEVELAND,87715
GRANT,CLIFF,88028
TORRANCE,CLINES CORNERS,87070
OTERO,CLOUDCROFT,88317
CURRY,CLOVIS,88101
CURRY,CLOVIS,88102
SANDOVAL,COCHITI LAKE,87083
SANDOVAL,COCHITI PUEBLO,87072
LUNA,COLUMBUS,88029
SAN MIGUEL,CONCHAS DAM,88416
MCKINLEY,CONTINENTAL DIVIDE,87312
RIO ARRIBA,CORDOVA,87523
LINCOLN,CORONA,88318
SANDOVAL,CORRALES,87048
TAOS,COSTILLA,87524
RIO ARRIBA,COYOTE,87012
LEA,CROSSROADS,88114
MCKINLEY,CROWNPOINT,87313
SANDOVAL,CUBA,87013
CIBOLA,CUBERO,87014
CATRON,DATIL,87821
LUNA,DEMING,88030
LUNA,DEMING,88031
SIERRA,DERRY,87933
UNION,DES MOINES,88418
CHAVES,DEXTER,88230
RIO ARRIBA,DIXON,87527
DONA ANA,DONA ANA,88032
ROOSEVELT,DORA,88115
RIO ARRIBA,DULCE,87528
COLFAX,EAGLE NEST,87718
SANTA FE,EDGEWOOD,87015
TAOS,EL PRADO,87529
RIO ARRIBA,EL RITO,87530
SIERRA,ELEPHANT BUTTE,87935
ROOSEVELT,ELIDA,88116
RIO ARRIBA,EMBUDO,87531
TORRANCE,ENCINO,88321
RIO ARRIBA,ESPANOLA,87532
RIO ARRIBA,ESPANOLA,87533
TORRANCE,ESTANCIA,87016
LEA,EUNICE,88231
DONA ANA,FAIRACRES,88033
SAN JUAN,FARMINGTON,87401
SAN JUAN,FARMINGTON,87402
SAN JUAN,FARMINGTON,87499
CIBOLA,FENCE LAKE,87315
SAN JUAN,FLORA VISTA,87415
ROOSEVELT,FLOYD,88118
UNION,FOLSOM,88419
LINCOLN,FORT STANTON,88323
DE BACA,FORT SUMNER,88119
MCKINLEY,FORT WINGATE,87316
SAN JUAN,FRUITLAND,87416
MCKINLEY,GALLUP,87301
MCKINLEY,GALLUP,87305
MCKINLEY,GAMERCO,87317
DONA ANA,GARFIELD,87936
GRANT,GILA,88038
LINCOLN,GLENCOE,88324
CATRON,GLENWOOD,88039
SANTA FE,GLORIETA,87535
CURRY,GRADY,88120
CIBOLA,GRANTS,87020
MORA,GUADALUPITA,87722
GRANT,HACHITA,88040
CHAVES,HAGERMAN,88232
GRANT,HANOVER,88041
DONA ANA,HATCH,87937
RIO ARRIBA,HERNANDEZ,87537
OTERO,HIGH ROLLS MOUNTAIN PARK,88325
SIERRA,HILLSBORO,88042
LEA,HOBBS,88240
LEA,HOBBS,88241
LEA,HOBBS,88242
LEA,HOBBS,88244
OTERO,HOLLOMAN AIR FORCE BASE,88330
MORA,HOLMAN,87723
LINCOLN,HONDO,88336
EDDY,HOPE,88250
QUAY,HOUSE,88121
GRANT,HURLEY,88043
SAN MIGUEL,ILFELD,87538
BERNALILLO,ISLETA,87022
LEA,JAL,88252
MCKINLEY,JAMESTOWN,87347
VALENCIA,JARALES,87023
SANDOVAL,JEMEZ PUEBLO,87024
SANDOVAL,JEMEZ SPRINGS,87025
SAN JUAN,KIRTLAND,87417
BERNALILLO,KIRTLAND AFB,87117
SANDOVAL,LA JARA,87027
SOCORRO,LA JOYA,87028
OTERO,LA LUZ,88337
RIO ARRIBA,LA MADERA,87539
DONA ANA,LA MESA,88044
SAN JUAN,LA PLATA,87418
CIBOLA,LAGUNA,87026
CHAVES,LAKE ARTHUR,88253
EDDY,LAKEWOOD,88254
SANTA FE,LAMY,87540
DONA ANA,LAS CRUCES,88001
DONA ANA,LAS CRUCES,88003
DONA ANA,LAS CRUCES,88004
DONA ANA,LAS CRUCES,88005
DONA ANA,LAS CRUCES,88006
DONA ANA,LAS CRUCES,88007
DONA ANA,LAS CRUCES,88011
DONA ANA,LAS CRUCES,88012
DONA ANA,LAS CRUCES,88013
SAN MIGUEL,LAS VEGAS,87701
SOCORRO,LEMITAR,87823
LINCOLN,LINCOLN,88338
RIO ARRIBA,LINDRITH,87029
TAOS,LLANO,87543
EDDY,LOCO HILLS,88255
QUAY,LOGAN,88426
HIDALGO,LORDSBURG,88045
LOS ALAMOS,LOS ALAMOS,87544
LOS ALAMOS,LOS ALAMOS,87545
VALENCIA,LOS LUNAS,87031
RIO ARRIBA,LOS OJOS,87551
EDDY,LOVING,88256
LEA,LOVINGTON,88260
CATRON,LUNA,87824
SOCORRO,MAGDALENA,87825
EDDY,MALAGA,88263
LEA,MALJAMAR,88264
COLFAX,MAXWELL,87728
OTERO,MAYHILL,88339
QUAY,MCALISTER,88427
LEA,MCDONALD,88262
TORRANCE,MCINTOSH,87032
RIO ARRIBA,MEDANALES,87548
CURRY,MELROSE,88124
MCKINLEY,MENTMORE,87319
OTERO,MESCALERO,88340
DONA ANA,MESILLA,88046
DONA ANA,MESILLA PARK,88047
DONA ANA,MESQUITE,88048
MCKINLEY,MEXICAN SPRINGS,87320
COLFAX,MIAMI,87729
CIBOLA,MILAN,87021
GRANT,MIMBRES,88049
SAN MIGUEL,MONTEZUMA,87731
SIERRA,MONTICELLO,87939
LEA,MONUMENT,88265
MORA,MORA,87732
TORRANCE,MORIARTY,87035
HARDING,MOSQUERO,87733
TORRANCE,MOUNTAINAIR,87036
GRANT,MULE CREEK,88051
SAN JUAN,NAGEEZI,87037
QUAY,NARA VISA,88430
MCKINLEY,NAVAJO,87328
SAN JUAN,NAVAJO DAM,87419
CIBOLA,NEW LAGUNA,87038
SAN JUAN,NEWCOMB,87455
GUADALUPE,NEWKIRK,88431
LINCOLN,NOGAL,88341
MORA,OCATE,87734
RIO ARRIBA,OHKAY OWINGEH,87566
TAOS,OJO CALIENTE,87549
MORA,OJO FELIZ,87735
DONA ANA,ORGAN,88052
OTERO,OROGRANDE,88342
SAN MIGUEL,PECOS,87552
SANDOVAL,PENA BLANCA,87041
TAOS,PENASCO,87553
VALENCIA,PERALTA,87042
LINCOLN,PICACHO,88343
CATRON,PIE TOWN,87827
CIBOLA,PINEHILL,87357
OTERO,PINON,88344
GRANT,PINOS ALTOS,88053
SANDOVAL,PLACITAS,87043
HIDALGO,PLAYAS,88009
SANDOVAL,PONDEROSA,87044
ROOSEVELT,PORTALES,88130
MCKINLEY,PREWITT,87045
CIBOLA,PUEBLO OF ACOMA,87034
CATRON,QUEMADO,87829
TAOS,QUESTA,87556
DONA ANA,RADIUM SPRINGS,88054
MCKINLEY,RAMAH,87321
TAOS,RANCHOS DE TAOS,87557
COLFAX,RATON,87740
TAOS,RED RIVER,87558
GRANT,REDROCK,88055
SANDOVAL,REGINA,87046
MCKINLEY,REHOBOTH,87322
CATRON,RESERVE,87830
SAN MIGUEL,RIBERA,87560
DONA ANA,RINCON,87940
SANDOVAL,RIO RANCHO,87124
SANDOVAL,RIO RANCHO,87144
SANDOVAL,RIO RANCHO,87174
SAN MIGUEL,ROCIADA,87742
HIDALGO,RODEO,88056
ROOSEVELT,ROGERS,88132
CHAVES,ROSWELL,88201
CHAVES,ROSWELL,88202
CHAVES,ROSWELL,88203
SAN MIGUEL,ROWE,87562
HARDING,ROY,87743
LINCOLN,RUIDOSO,88345
LINCOLN,RUIDOSO,88355
LINCOLN,RUIDOSO DOWNS,88346
OTERO,SACRAMENTO,88347
DONA ANA,SALEM,87941
SOCORRO,SAN ACACIA,87831
SOCORRO,SAN ANTONIO,87832
TAOS,SAN CRISTOBAL,87564
CIBOLA,SAN FIDEL,87049
QUAY,SAN JON,88434
SAN MIGUEL,SAN JOSE,87565
DONA ANA,SAN MIGUEL,88058
LINCOLN,SAN PATRICIO,88348
CIBOLA,SAN RAFAEL,87051
SANDOVAL,SAN YSIDRO,87053
BERNALILLO,SANDIA PARK,87047
SAN JUAN,SANOSTEE,87461
GRANT,SANTA CLARA,88026
SANTA FE,SANTA CRUZ,87567
SANTA FE,SANTA FE,87501
SANTA FE,SANTA FE,87502
SANTA FE,SANTA FE,87503
SANTA FE,SANTA FE,87504
SANTA FE,SANTA FE,87505
SANTA FE,SANTA FE,87506
SANTA FE,SANTA FE,87507
SANTA FE,SANTA FE,87508
SANTA FE,SANTA FE,87592
SANTA FE,SANTA FE,87594
GUADALUPE,SANTA ROSA,88435
DONA ANA,SANTA TERESA,88008
SANDOVAL,SANTO DOMINGO PUEBLO,87052
SAN MIGUEL,SAPELLO,87745
SAN MIGUEL,SERAFINA,87569
SAN JUAN,SHEEP SPRINGS,87364
SAN JUAN,SHIPROCK,87420
GRANT,SILVER CITY,88061
GRANT,SILVER CITY,88062
MCKINLEY,SMITH LAKE,87365
SOCORRO,SOCORRO,87801
COLFAX,SPRINGER,87747
SANTA FE,STANLEY,87056
DONA ANA,SUNLAND PARK,88063
OTERO,SUNSPOT,88349
DE BACA,TAIBAN,88134
TAOS,TAOS,87571
TAOS,TAOS SKI VALLEY,87525
LEA,TATUM,88267
SANTA FE,TESUQUE,87574
CURRY,TEXICO,88135
MCKINLEY,THOREAU,87323
RIO ARRIBA,TIERRA AMARILLA,87575
BERNALILLO,TIJERAS,87059
OTERO,TIMBERON,88350
MCKINLEY,TOHATCHI,87325
VALENCIA,TOME,87060
TORRANCE,TORREON,87061
TAOS,TRES PIEDRAS,87577
RIO ARRIBA,TRUCHAS,87578
SIERRA,TRUTH OR CONSEQUENCES,87901
QUAY,TUCUMCARI,88401
OTERO,TULAROSA,88352
GRANT,TYRONE,88065
COLFAX,UTE PARK,87749
TAOS,VADITO,87579
DONA ANA,VADO,88072
TAOS,VALDEZ,87580
RIO ARRIBA,VALLECITOS,87581
MCKINLEY,VANDERWAGEN,87326
GUADALUPE,VAUGHN,88353
SOCORRO,VEGUITA,87062
RIO ARRIBA,VELARDE,87582
SAN MIGUEL,VILLANUEVA,87583
MORA,WAGON MOUND,87752
SAN JUAN,WATERFLOW,87421
MORA,WATROUS,87753
DONA ANA,WHITE SANDS MISSILE RANGE,88002
EDDY,WHITES CITY,88268
TORRANCE,WILLARD,87063
SIERRA,WILLIAMSBURG,87942
SIERRA,WINSTON,87943
MCKINLEY,YATAHEY,87375
DE BACA,YESO,88136
MCKINLEY,ZUNI,87327
